STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/12/2021,0,0,0,81,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/13/2021,0,0,0,81,54,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/14/2021,0,0,0,74,54,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/15/2021,0,0,0,69,54,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/16/2021,0,0,0,71,56,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/17/2021,0,0,0,77,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/18/2021,0,0,0,80,57,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/19/2021,0,0,0,82,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/20/2021,0,0,0,72,57,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/21/2021,0,0,0,72,56,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/22/2021,0,0,0,77,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/23/2021,0,0,0,80,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/24/2021,0,0,0,84,60,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/25/2021,0,0,0,85,60,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/26/2021,0,0,0,83,60,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/27/2021,0,0,0,83,63,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/28/2021,0,0,0,88,58,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/29/2021,0,0,0,91,59,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/30/2021,0,0,0,92,61,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/31/2021,0,0,0,77,64,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/1/2021,0,0,0,81,62,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/2/2021,0,0,0,87,57,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/3/2021,0,0,0,82,54,,,1,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/4/2021,0,0,0,88,58,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/5/2021,0.05,0,0,83,60,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/6/2021,0.03,0,0,77,62,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/7/2021,0,0,0,75,58,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/8/2021,0,0,0,74,55,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/9/2021,0,0,0,79,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/10/2021,0,0,0,85,62,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/11/2021,0,0,0,91,63,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/12/2021,0,0,0,95,69,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/13/2021,0,0,0,91,68,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/14/2021,0,0,0,84,61,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/15/2021,0,0,0,82,60,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/16/2021,0,0,0,76,57,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/17/2021,0,0,0,68,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/18/2021,0,0,0,77,53,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/19/2021,0,0,0,79,56,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/20/2021,0,0,0,66,57,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/21/2021,0,0,0,70,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/22/2021,0,0,0,69,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/23/2021,0,0,0,71,52,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/24/2021,0,0,0,79,52,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/25/2021,0,0,0,75,54,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/26/2021,0.01,0,0,71,58,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/27/2021,0.02,0,0,69,57,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/28/2021,0,0,0,78,51,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/29/2021,0,0,0,79,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/30/2021,0,0,0,64,50,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/31/2021,0,0,0,67,52,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/1/2021,0,0,0,72,48,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/2/2021,0,0,0,78,50,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/3/2021,0,0,0,79,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/4/2021,0,0,0,79,52,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/5/2021,0,0,0,79,62,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/6/2021,0,0,0,75,60,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/7/2021,0,0,0,81,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/8/2021,0,0,0,80,60,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/9/2021,0,0,0,80,58,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/10/2021,0,0,0,66,58,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/11/2021,0,0,0,72,56,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/12/2021,0.02,0,0,67,56,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/13/2021,0,0,0,69,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/14/2021,0,0,0,69,50,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/15/2021,0.13,0,0,65,53,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/16/2021,0,0,0,66,47,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/17/2021,0.58,0,0,69,53,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/18/2021,0.81,0,0,64,52,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/19/2021,0,0,0,64,51,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/20/2021,0,0,0,68,54,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/21/2021,0,0,0,75,49,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/22/2021,0.01,0,0,66,54,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/23/2021,0,0,0,69,54,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/24/2021,0,0,0,76,52,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/25/2021,0,0,0,77,53,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/26/2021,0.48,0,0,62,53,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/27/2021,0.34,0,0,60,51,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/28/2021,0.05,0,0,62,51,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/29/2021,0.08,0,0,59,51,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/30/2021,0.52,0,0,62,54,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/1/2021,0,0,0,64,49,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/2/2021,0,0,0,66,46,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/3/2021,0.02,0,0,57,50,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/4/2021,0,0,0,62,50,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/5/2021,0.33,0,0,55,48,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/6/2021,0.03,0,0,58,47,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/7/2021,0,0,0,58,42,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/8/2021,0,0,0,58,41,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/9/2021,0.05,0,0,56,43,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/10/2021,0.46,0,0,56,41,1,,1,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/11/2021,0.06,0,0,54,40,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/12/2021,0.09,0,0,50,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/13/2021,0.02,0,0,52,43,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/14/2021,0.09,0,0,60,46,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/15/2021,0.02,0,0,61,51,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/16/2021,0,0,0,67,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/17/2021,0.01,0,0,56,49,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/18/2021,0,0,0,54,48,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/19/2021,0,0,0,61,45,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/20/2021,0.29,0,0,61,51,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/21/2021,0.54,0,0,69,51,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/22/2021,0.06,0,0,56,47,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/23/2021,0.15,0,0,54,48,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/24/2021,0.32,0,0,59,49,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/25/2021,0.16,0,0,57,49,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/26/2021,0.38,0,0,56,48,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/27/2021,0.12,0,0,54,46,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/28/2021,1.99,0,0,60,47,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/29/2021,0.57,0,0,51,40,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/30/2021,0,0,0,53,38,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/31/2021,0,0,0,59,37,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/1/2021,0.14,0,0,57,42,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/2/2021,0.22,0,0,52,44,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/3/2021,0.52,0,0,61,48,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/4/2021,0.53,0,0,57,47,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/5/2021,0.1,0,0,52,44,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/6/2021,0.41,0,0,48,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/7/2021,0.5,0,0,47,40,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/8/2021,0,0,0,58,38,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/9/2021,0.63,0,0,53,43,1,,1,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/10/2021,0.06,0,0,53,40,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/11/2021,1.26,0,0,56,45,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/12/2021,0.68,0,0,58,48,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/13/2021,0.94,0,0,54,43,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/14/2021,0.9,0,0,63,54,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/15/2021,0.2,0,0,62,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/16/2021,0,0,0,49,37,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/17/2021,0,0,0,51,31,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/18/2021,0.41,0,0,49,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/19/2021,0.28,0,0,47,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/20/2021,0.02,0,0,48,39,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/21/2021,0,0,0,46,34,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/22/2021,0.1,0,0,45,34,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/23/2021,0.5,0,0,50,40,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/24/2021,0.02,0,0,47,35,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/25/2021,0.69,0,0,47,42,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/26/2021,0.03,0,0,53,45,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/27/2021,0.91,0,0,58,48,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/28/2021,0.09,0,0,59,53,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/29/2021,0,0,0,58,52,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/30/2021,0.12,0,0,54,51,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/1/2021,0,0,0,56,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/2/2021,0.11,0,0,53,40,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/3/2021,0,0,0,43,35,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/4/2021,0.47,0,0,42,37,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/5/2021,0,0,0,42,33,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/6/2021,0.1,0,0,45,37,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/7/2021,0.07,0,0,49,43,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/8/2021,0.03,0,0,49,38,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/9/2021,0,0,0,43,36,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/10/2021,0.15,0,0,46,39,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/11/2021,0.48,0,0,48,38,1,,,1,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/12/2021,0.17,0,0,41,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/13/2021,0.13,0,0,42,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/14/2021,0.14,0,0,40,33,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/15/2021,0.08,0,0,42,36,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/16/2021,0.05,0,0,44,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/17/2021,0.18,0,0,44,35,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/18/2021,,0,0,50,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/19/2021,0,0,0,45,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/20/2021,0.26,0,0,37,33,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/21/2021,0.19,0,0,41,34,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/22/2021,0.43,0,0,50,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/23/2021,0.16,0,0,46,38,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/24/2021,0.33,0,0,43,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/25/2021,0.13,0,0,37,31,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/26/2021,0.26,3.4,0,31,20,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/27/2021,0.03,0.5,3.1,27,17,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/28/2021,,1,2,28,24,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/29/2021,0.13,0.9,2,29,22,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/30/2021,,3.4,3.1,34,28,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/31/2021,0,0,3.9,31,22,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/1/2022,0,0,3.1,34,22,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/2/2022,0.79,0,3.1,43,30,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/3/2022,0.49,0,0,41,33,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/4/2022,0.22,0,0,42,35,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/5/2022,0.33,0,0,39,34,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/6/2022,2,0,0,50,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/7/2022,0.38,0,0,48,38,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/8/2022,0,0,0,45,37,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/9/2022,0,0,0,50,32,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/10/2022,0.27,0,0,48,33,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/11/2022,1.7,0,0,53,45,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/12/2022,0.14,0,0,56,43,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/13/2022,0.24,0,0,54,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/14/2022,0,0,0,50,39,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/15/2022,0,0,0,43,38,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/16/2022,0,0,0,42,38,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/17/2022,0.02,0,0,48,39,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/18/2022,0.03,0,0,47,45,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/19/2022,0.01,0,0,50,42,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/20/2022,0.16,0,0,52,40,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/21/2022,0,0,0,48,37,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/22/2022,0,0,0,44,34,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/23/2022,0,0,0,38,35,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/24/2022,0,0,0,39,34,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/25/2022,0,0,0,44,33,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/26/2022,0,0,0,39,32,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/27/2022,0,0,0,45,31,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/28/2022,0,0,0,50,28,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/29/2022,0,0,0,52,30,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/30/2022,0.28,0,0,53,39,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/31/2022,0,0,0,46,35,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/1/2022,0,0,0,45,35,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/2/2022,0,0,0,43,33,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/3/2022,0.14,0,0,48,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/4/2022,0.03,0,0,48,40,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/5/2022,0.04,0,0,47,38,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/6/2022,0,0,0,49,34,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/7/2022,0,0,0,52,40,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/8/2022,0,0,0,47,41,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/9/2022,0,0,0,54,39,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/10/2022,0,0,0,49,42,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/11/2022,0,0,0,51,40,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/12/2022,0,0,0,56,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/13/2022,0,0,0,57,32,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/14/2022,0.1,0,0,48,41,1,,1,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/15/2022,0,0,0,50,39,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/16/2022,0,0,0,51,38,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/17/2022,0,0,0,47,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/18/2022,0,0,0,49,42,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/19/2022,0.01,0,0,46,40,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/20/2022,0.36,0,0,48,36,1,,1,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/21/2022,0.06,0,0,42,29,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/22/2022,0,0,0,35,27,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/23/2022,0,0,0,36,23,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/24/2022,0,0,0,40,27,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/25/2022,0,0,0,48,26,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/26/2022,0.36,0,0,50,34,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/27/2022,1.25,0,0,50,42,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/28/2022,2.97,0,0,54,47,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/1/2022,0.15,0,0,57,49,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/2/2022,0.25,0,0,51,46,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/3/2022,0.16,0,0,50,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/4/2022,0.46,0,0,49,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/5/2022,0,0,0,51,37,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/6/2022,0,0,0,50,32,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/7/2022,0,0,0,48,35,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/8/2022,0.08,0,0,48,38,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/9/2022,0,0,0,47,34,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/10/2022,0,0,0,46,29,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/11/2022,0,0,0,50,40,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/12/2022,0.02,0,0,55,39,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/13/2022,0.1,0,0,53,39,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/14/2022,0.59,0,0,49,43,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/15/2022,0.22,0,0,53,43,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/16/2022,0,0,0,53,41,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/17/2022,0.02,0,0,51,42,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/18/2022,0.21,0,0,55,44,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/19/2022,0.31,0,0,52,39,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/20/2022,0.21,0,0,48,38,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/21/2022,0.41,0,0,49,41,1,,,,,,
